unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1671048000,2022-12-14 20:00:00,BTC/USDT,17849,17903,17671,17729,1.47538146,26157.03790434
1671044400,2022-12-14 19:00:00,BTC/USDT,18092,18289,17738,17819,23.61386855,420775.52369244996
1671040800,2022-12-14 18:00:00,BTC/USDT,18102,18371,17993,18223,27.66456340,504131.33883819997
1671037200,2022-12-14 17:00:00,BTC/USDT,18110,18157,18098,18098,16.12611300,291850.393074
1671033600,2022-12-14 16:00:00,BTC/USDT,18075,18157,18070,18109,21.24369024,384701.98655616
1671030000,2022-12-14 15:00:00,BTC/USDT,18064,18100,18011,18099,33.52651484,606796.3920891599
1671026400,2022-12-14 14:00:00,BTC/USDT,17899,18084,17899,18064,9.02824638,163086.24260832
1671022800,2022-12-14 13:00:00,BTC/USDT,17909,17940,17840,17892,13.78324987,246609.90667404002
1671019200,2022-12-14 12:00:00,BTC/USDT,17823,17935,17822,17935,8.41080470,150847.7822945
1671015600,2022-12-14 11:00:00,BTC/USDT,17837,17862,17812,17829,11.31701407,201771.04385403002
1671012000,2022-12-14 10:00:00,BTC/USDT,17824,17839,17808,17829,6.43283338,114690.98633202
1671008400,2022-12-14 09:00:00,BTC/USDT,17843,17843,17801,17818,2.48903192,44349.57075056
1671004800,2022-12-14 08:00:00,BTC/USDT,17798,17864,17798,17838,3.68754131,65778.36188778
1671001200,2022-12-14 07:00:00,BTC/USDT,17792,17813,17786,17813,1.53143011,27279.36454943
1670997600,2022-12-14 06:00:00,BTC/USDT,17797,17797,17767,17788,1.08130291,19234.21616308
1670994000,2022-12-14 05:00:00,BTC/USDT,17775,17788,17758,17784,3.29008427,58510.85865768
1670990400,2022-12-14 04:00:00,BTC/USDT,17783,17788,17756,17768,2.45042286,43539.11337648
1670986800,2022-12-14 03:00:00,BTC/USDT,17814,17835,17792,17792,13.53823825,240872.33494399997
1670983200,2022-12-14 02:00:00,BTC/USDT,17768,17812,17768,17799,5.69772278,101413.76776122
1670979600,2022-12-14 01:00:00,BTC/USDT,17819,17831,17788,17797,0.20775147,3697.35291159
1670976000,2022-12-14 00:00:00,BTC/USDT,17774,17812,17756,17798,0.60656564,10795.655260720001
1670972400,2022-12-13 23:00:00,BTC/USDT,17775,17803,17761,17777,0.47571875,8456.85221875
1670968800,2022-12-13 22:00:00,BTC/USDT,17768,17786,17712,17755,0.40869020,7256.294501
1670965200,2022-12-13 21:00:00,BTC/USDT,17754,17776,17745,17775,0.13558067,2409.9464092499998
1670961600,2022-12-13 20:00:00,BTC/USDT,17742,17772,17742,17767,0.12080322,2146.31080974
1670958000,2022-12-13 19:00:00,BTC/USDT,17728,17728,17722,17723,0.08080197,1432.05331431
1670954400,2022-12-13 18:00:00,BTC/USDT,17634,17728,17634,17696,1.93137562,34177.62297152
1670950800,2022-12-13 17:00:00,BTC/USDT,17761,17761,17618,17642,3.03281413,53504.90688146
1670947200,2022-12-13 16:00:00,BTC/USDT,17779,17833,17718,17750,1.64751713,29243.4290575
1670943600,2022-12-13 15:00:00,BTC/USDT,17876,17882,17736,17748,11.33705760,201210.09828479998
1670940000,2022-12-13 14:00:00,BTC/USDT,17896,17941,17839,17871,5.53874825,98982.96997575
1670936400,2022-12-13 13:00:00,BTC/USDT,17423,18000,17407,17897,21.67019538,387831.48671585997
1670932800,2022-12-13 12:00:00,BTC/USDT,17462,17473,17397,17419,1.45508748,25346.16881412
1670929200,2022-12-13 11:00:00,BTC/USDT,17400,17471,17395,17445,5.34503259,93244.09353254999
1670925600,2022-12-13 10:00:00,BTC/USDT,17433,17475,17352,17404,20.04107563,348794.88026452
1670922000,2022-12-13 09:00:00,BTC/USDT,17163,17486,17163,17438,14.49181690,252708.3031022
1670918400,2022-12-13 08:00:00,BTC/USDT,17171,17188,17160,17160,2.72169045,46704.208122000004
1670914800,2022-12-13 07:00:00,BTC/USDT,17140,17172,17088,17164,6.63615752,113903.00767328001
1670911200,2022-12-13 06:00:00,BTC/USDT,17179,17208,17145,17155,1.99456206,34216.7121393
1670907600,2022-12-13 05:00:00,BTC/USDT,17166,17189,17166,17189,0.63651821,10941.11151169
1670904000,2022-12-13 04:00:00,BTC/USDT,17154,17177,17138,17166,4.67313650,80219.061159
1670900400,2022-12-13 03:00:00,BTC/USDT,17148,17167,17141,17150,4.65419158,79819.385597
1670896800,2022-12-13 02:00:00,BTC/USDT,17147,17149,17128,17141,0.64964332,11135.53614812
1670893200,2022-12-13 01:00:00,BTC/USDT,17151,17166,17144,17144,0.05317262,911.5913972799999
1670889600,2022-12-13 00:00:00,BTC/USDT,17228,17228,17164,17178,0.08072875,1386.7584675
1670886000,2022-12-12 23:00:00,BTC/USDT,17159,17215,17159,17205,0.28603320,4921.201206
1670882400,2022-12-12 22:00:00,BTC/USDT,17179,17179,17154,17158,0.12934699,2219.33565442
1670878800,2022-12-12 21:00:00,BTC/USDT,17136,17225,17134,17195,3.41391269,58702.22870455
1670875200,2022-12-12 20:00:00,BTC/USDT,17050,17115,17050,17115,0.49134148,8409.309430199999
1670871600,2022-12-12 19:00:00,BTC/USDT,17035,17035,17006,17031,0.05671789,965.96238459
1670868000,2022-12-12 18:00:00,BTC/USDT,17003,17023,17003,17013,0.01277578,217.35434514000002
1670864400,2022-12-12 17:00:00,BTC/USDT,16996,17018,16988,17018,0.16693877,2840.9639878599996
1670860800,2022-12-12 16:00:00,BTC/USDT,17000,17000,17000,17000,0.00328429,55.83293
1670857200,2022-12-12 15:00:00,BTC/USDT,17024,17024,17000,17003,0.13111150,2229.2888344999997
1670853600,2022-12-12 14:00:00,BTC/USDT,17001,17037,16988,16988,0.09183881,1560.1577042800002
1670850000,2022-12-12 13:00:00,BTC/USDT,16965,16972,16965,16965,0.08088074,1372.1417541
1670846400,2022-12-12 12:00:00,BTC/USDT,17002,17002,16937,16962,0.17276470,2930.4348414
1670842800,2022-12-12 11:00:00,BTC/USDT,16989,16989,16989,16989,0.00000000,0.0
1670839200,2022-12-12 10:00:00,BTC/USDT,16994,16997,16982,16989,0.09387660,1594.8695574
1670835600,2022-12-12 09:00:00,BTC/USDT,16941,16973,16941,16967,0.05502716,933.64582372
1670832000,2022-12-12 08:00:00,BTC/USDT,16931,16936,16912,16936,0.09502921,1609.41470056
1670828400,2022-12-12 07:00:00,BTC/USDT,16932,16938,16912,16934,0.34156374,5784.04037316
1670824800,2022-12-12 06:00:00,BTC/USDT,16945,16946,16942,16946,0.03682753,624.07932338
1670821200,2022-12-12 05:00:00,BTC/USDT,16939,16944,16938,16943,0.09604006,1627.2067365799999
1670817600,2022-12-12 04:00:00,BTC/USDT,16913,16934,16913,16930,0.08472016,1434.3123088
1670814000,2022-12-12 03:00:00,BTC/USDT,16896,16920,16895,16920,0.23339754,3949.0863768
1670810400,2022-12-12 02:00:00,BTC/USDT,16947,16948,16867,16887,0.91424629,15438.87709923
1670806800,2022-12-12 01:00:00,BTC/USDT,16967,16967,16957,16959,0.09701808,1645.32961872
1670803200,2022-12-12 00:00:00,BTC/USDT,17083,17083,16946,16946,1.83066582,31022.46298572
1670799600,2022-12-11 23:00:00,BTC/USDT,17076,17127,17076,17097,0.06324416,1081.2854035199998
1670796000,2022-12-11 22:00:00,BTC/USDT,17109,17131,17088,17115,0.39034968,6680.834773199999
1670792400,2022-12-11 21:00:00,BTC/USDT,17102,17131,17102,17112,0.57830230,9895.9089576
1670788800,2022-12-11 20:00:00,BTC/USDT,17127,17131,17103,17111,0.35212607,6025.22918377
1670785200,2022-12-11 19:00:00,BTC/USDT,17235,17257,17140,17181,0.49076074,8431.760273939999
1670781600,2022-12-11 18:00:00,BTC/USDT,17183,17183,17183,17183,0.01991596,342.21594068
1670778000,2022-12-11 17:00:00,BTC/USDT,17173,17174,17170,17174,1.21280506,20828.71410044
1670774400,2022-12-11 16:00:00,BTC/USDT,17163,17166,17163,17166,0.14761677,2533.98947382
1670770800,2022-12-11 15:00:00,BTC/USDT,17151,17151,17149,17149,0.01734456,297.44185944
1670767200,2022-12-11 14:00:00,BTC/USDT,17151,17161,17123,17160,0.04727799,811.2903084
1670763600,2022-12-11 13:00:00,BTC/USDT,17155,17155,17155,17155,0.03060332,524.9999546
1670760000,2022-12-11 12:00:00,BTC/USDT,17161,17171,17159,17171,0.75529348,12969.14434508
1670756400,2022-12-11 11:00:00,BTC/USDT,17163,17163,17159,17161,0.12653662,2171.4949358199997
1670752800,2022-12-11 10:00:00,BTC/USDT,17157,17157,17156,17156,0.07296872,1251.85136032
1670749200,2022-12-11 09:00:00,BTC/USDT,17178,17178,17157,17158,0.06390116,1096.41610328
1670745600,2022-12-11 08:00:00,BTC/USDT,17167,17178,17158,17168,0.78838756,13535.03763008
1670742000,2022-12-11 07:00:00,BTC/USDT,17162,17191,17162,17179,0.15121327,2597.6927653300004
1670738400,2022-12-11 06:00:00,BTC/USDT,17180,17180,17170,17173,0.02883791,495.23342843
1670734800,2022-12-11 05:00:00,BTC/USDT,17159,17166,17159,17166,0.02399455,411.8904453
1670731200,2022-12-11 04:00:00,BTC/USDT,17174,17174,17174,17174,0.00000000,0.0
1670727600,2022-12-11 03:00:00,BTC/USDT,17161,17174,17161,17174,0.04987002,856.46772348
1670724000,2022-12-11 02:00:00,BTC/USDT,17147,17147,17141,17141,0.02792011,478.57860551000005
1670720400,2022-12-11 01:00:00,BTC/USDT,17145,17145,17145,17145,0.00939734,161.1173943
1670716800,2022-12-11 00:00:00,BTC/USDT,17122,17138,17122,17138,0.05334412,914.21152856
1670713200,2022-12-10 23:00:00,BTC/USDT,17134,17149,17102,17125,0.13619718,2332.3767075
1670709600,2022-12-10 22:00:00,BTC/USDT,17115,17115,17115,17115,0.00230241,39.405747149999996
1670706000,2022-12-10 21:00:00,BTC/USDT,17165,17165,17126,17126,0.05365836,918.9530733600001
1670702400,2022-12-10 20:00:00,BTC/USDT,17162,17179,17162,17177,0.03400288,584.06746976
1670698800,2022-12-10 19:00:00,BTC/USDT,17180,17180,17163,17173,0.18125516,3112.69486268
1670695200,2022-12-10 18:00:00,BTC/USDT,17171,17195,17171,17195,0.04251225,730.9981387500001
1670691600,2022-12-10 17:00:00,BTC/USDT,17183,17193,17181,17193,0.06289174,1081.29768582
1670688000,2022-12-10 16:00:00,BTC/USDT,17184,17196,17184,17196,0.04186964,719.99032944
1670684400,2022-12-10 15:00:00,BTC/USDT,17167,17203,17167,17203,0.06628354,1140.27573862
1670680800,2022-12-10 14:00:00,BTC/USDT,17160,17167,17160,17167,0.04357732,748.09185244
1670677200,2022-12-10 13:00:00,BTC/USDT,17162,17162,17162,17162,0.00839207,144.02470534
1670673600,2022-12-10 12:00:00,BTC/USDT,17155,17155,17138,17150,0.12701211,2178.2576865
1670670000,2022-12-10 11:00:00,BTC/USDT,17172,17172,17162,17162,0.03352024,575.27435888
1670666400,2022-12-10 10:00:00,BTC/USDT,17153,17168,17153,17156,0.12445284,2135.1129230399997
1670662800,2022-12-10 09:00:00,BTC/USDT,17119,17119,17114,17114,0.01916158,327.93128012
1670659200,2022-12-10 08:00:00,BTC/USDT,17150,17152,17143,17152,0.01155903,198.26048255999999
1670655600,2022-12-10 07:00:00,BTC/USDT,17147,17147,17147,17147,0.01038171,178.01518137000002
1670652000,2022-12-10 06:00:00,BTC/USDT,17150,17151,17140,17140,0.76186869,13058.4293466
1670648400,2022-12-10 05:00:00,BTC/USDT,17144,17144,17144,17144,0.00300977,51.599496880000004
1670644800,2022-12-10 04:00:00,BTC/USDT,17148,17149,17145,17149,0.76726342,13157.800389580001
1670641200,2022-12-10 03:00:00,BTC/USDT,17152,17160,17148,17148,0.64973447,11141.64669156
1670637600,2022-12-10 02:00:00,BTC/USDT,17151,17151,17125,17139,0.08139049,1394.9516081099998
1670634000,2022-12-10 01:00:00,BTC/USDT,17156,17156,17149,17149,0.04449061,762.96947089
1670630400,2022-12-10 00:00:00,BTC/USDT,17134,17151,17127,17148,0.06764438,1159.96582824
1670626800,2022-12-09 23:00:00,BTC/USDT,17130,17147,17129,17147,0.03825474,655.95402678
1670623200,2022-12-09 22:00:00,BTC/USDT,17115,17129,17115,17129,0.44522321,7626.22836409
1670619600,2022-12-09 21:00:00,BTC/USDT,17106,17113,17064,17091,0.30940375,5288.019491249999
1670616000,2022-12-09 20:00:00,BTC/USDT,17131,17131,17105,17105,0.24595724,4207.0985902
1670612400,2022-12-09 19:00:00,BTC/USDT,17152,17156,17136,17139,0.73313611,12565.21978929
1670608800,2022-12-09 18:00:00,BTC/USDT,17144,17145,17139,17139,0.02788330,477.8918787
1670605200,2022-12-09 17:00:00,BTC/USDT,17152,17152,17152,17152,0.00406412,69.70778624
1670601600,2022-12-09 16:00:00,BTC/USDT,17180,17180,17180,17180,0.00703968,120.94170240000001
1670598000,2022-12-09 15:00:00,BTC/USDT,17157,17179,17157,17166,0.48927685,8398.9264071
1670594400,2022-12-09 14:00:00,BTC/USDT,17165,17165,17110,17110,0.00959285,164.1336635
1670590800,2022-12-09 13:00:00,BTC/USDT,17257,17257,17037,17140,0.11467411,1965.5142454
1670587200,2022-12-09 12:00:00,BTC/USDT,17249,17337,17185,17247,1.86804948,32218.24938156
1670583600,2022-12-09 11:00:00,BTC/USDT,17218,17218,17218,17218,0.02459419,423.46276342
1670580000,2022-12-09 10:00:00,BTC/USDT,17207,17207,17207,17207,0.02552635,439.23190445
1670576400,2022-12-09 09:00:00,BTC/USDT,17206,17238,17206,17238,0.28045341,4834.45588158
1670572800,2022-12-09 08:00:00,BTC/USDT,17216,17216,17204,17204,0.02070750,356.25183
1670569200,2022-12-09 07:00:00,BTC/USDT,17229,17231,17217,17229,0.17897548,3083.56854492
1670565600,2022-12-09 06:00:00,BTC/USDT,17208,17208,17175,17175,1.16038147,19929.55174725
1670562000,2022-12-09 05:00:00,BTC/USDT,17214,17215,17214,17215,0.00742746,127.86372390000001
1670558400,2022-12-09 04:00:00,BTC/USDT,17214,17214,17214,17214,0.04149478,714.2911429200001
1670554800,2022-12-09 03:00:00,BTC/USDT,17230,17230,17223,17223,0.07983351,1374.97254273
1670551200,2022-12-09 02:00:00,BTC/USDT,17249,17251,17249,17251,0.10536167,1817.59416917
1670547600,2022-12-09 01:00:00,BTC/USDT,17261,17296,17231,17231,0.39067810,6731.774341099999
1670544000,2022-12-09 00:00:00,BTC/USDT,17217,17223,17193,17214,0.14889932,2563.15289448
1670540400,2022-12-08 23:00:00,BTC/USDT,17242,17263,17209,17219,0.18623552,3206.7894188799996
1670536800,2022-12-08 22:00:00,BTC/USDT,17200,17222,17200,17222,0.03020535,520.1965377
1670533200,2022-12-08 21:00:00,BTC/USDT,17199,17199,17180,17180,0.17354062,2981.4278516
1670529600,2022-12-08 20:00:00,BTC/USDT,17265,17269,17153,17180,0.17474115,3002.0529570000003
1670526000,2022-12-08 19:00:00,BTC/USDT,17252,17280,17209,17250,0.02426179,418.5158775
1670522400,2022-12-08 18:00:00,BTC/USDT,16986,17281,16965,17281,1.42156489,24566.06286409
1670518800,2022-12-08 17:00:00,BTC/USDT,16965,16975,16934,16950,0.16779618,2844.145251
1670515200,2022-12-08 16:00:00,BTC/USDT,16927,16944,16916,16944,0.84152299,14258.765542559999
1670511600,2022-12-08 15:00:00,BTC/USDT,16910,16950,16910,16936,1.25688745,21286.6458532
1670508000,2022-12-08 14:00:00,BTC/USDT,16857,16909,16831,16909,0.25902056,4379.77864904
1670504400,2022-12-08 13:00:00,BTC/USDT,16819,16875,16819,16853,0.05013104,844.85841712
1670500800,2022-12-08 12:00:00,BTC/USDT,16855,16855,16829,16837,0.05775369,972.39887853
1670497200,2022-12-08 11:00:00,BTC/USDT,16819,16869,16750,16817,0.30558785,5139.070873449999
1670493600,2022-12-08 10:00:00,BTC/USDT,16808,16808,16806,16806,0.02404645,404.1246387
1670490000,2022-12-08 09:00:00,BTC/USDT,16835,16840,16821,16821,0.14090922,2370.23398962
1670486400,2022-12-08 08:00:00,BTC/USDT,16821,16836,16819,16836,0.09657532,1625.94208752
1670482800,2022-12-08 07:00:00,BTC/USDT,16825,16840,16820,16840,0.05614592,945.4972928000001
1670479200,2022-12-08 06:00:00,BTC/USDT,16792,16808,16792,16801,0.26875375,4515.331753750001
1670475600,2022-12-08 05:00:00,BTC/USDT,16820,16839,16812,16815,1.55753441,26189.94110415
1670472000,2022-12-08 04:00:00,BTC/USDT,16812,16812,16810,16811,0.06330624,1064.24120064
1670468400,2022-12-08 03:00:00,BTC/USDT,16840,16865,16837,16841,1.29693198,21841.631475180002
1670464800,2022-12-08 02:00:00,BTC/USDT,16831,16877,16807,16854,1.48647579,25053.062964660003
1670461200,2022-12-08 01:00:00,BTC/USDT,16822,16843,16800,16811,2.39546722,40270.19943542
1670457600,2022-12-08 00:00:00,BTC/USDT,16834,16891,16822,16822,0.74745744,12573.72905568
1670454000,2022-12-07 23:00:00,BTC/USDT,16839,16865,16828,16829,1.44634400,24340.523176000002
1670450400,2022-12-07 22:00:00,BTC/USDT,16825,16854,16807,16838,2.03917729,34335.66720902
1670446800,2022-12-07 21:00:00,BTC/USDT,16826,16826,16812,16812,0.01013577,170.40256524
1670443200,2022-12-07 20:00:00,BTC/USDT,16809,16809,16804,16804,0.10545544,1772.07321376
1670439600,2022-12-07 19:00:00,BTC/USDT,16818,16818,16818,16818,0.00000000,0.0
1670436000,2022-12-07 18:00:00,BTC/USDT,16818,16818,16818,16818,0.02470102,415.42175436
1670432400,2022-12-07 17:00:00,BTC/USDT,16819,16819,16818,16818,0.09202254,1547.63507772
1670428800,2022-12-07 16:00:00,BTC/USDT,16845,16845,16799,16809,0.16504767,2774.2862850300003
1670425200,2022-12-07 15:00:00,BTC/USDT,16823,16823,16813,16823,0.06475731,1089.41222613
1670421600,2022-12-07 14:00:00,BTC/USDT,16872,16880,16818,16823,0.19963798,3358.50973754
1670418000,2022-12-07 13:00:00,BTC/USDT,16831,16857,16831,16849,0.89081757,15009.385236929998
1670414400,2022-12-07 12:00:00,BTC/USDT,16815,16815,16770,16784,0.33816715,5675.7974456
1670410800,2022-12-07 11:00:00,BTC/USDT,16830,16830,16795,16795,0.44985943,7555.38912685
1670407200,2022-12-07 10:00:00,BTC/USDT,16823,16827,16796,16827,0.24695176,4155.45726552
1670403600,2022-12-07 09:00:00,BTC/USDT,16819,16837,16786,16822,0.42342952,7122.93138544
1670400000,2022-12-07 08:00:00,BTC/USDT,16803,16803,16764,16764,0.20263228,3396.92754192
1670396400,2022-12-07 07:00:00,BTC/USDT,16945,16945,16741,16775,1.37396260,23048.222615
1670392800,2022-12-07 06:00:00,BTC/USDT,16994,16994,16937,16945,0.14977429,2537.92534405
1670389200,2022-12-07 05:00:00,BTC/USDT,17044,17044,16997,17003,0.20743117,3526.95218351
1670385600,2022-12-07 04:00:00,BTC/USDT,17029,17029,17015,17023,0.27633150,4703.9911245
1670382000,2022-12-07 03:00:00,BTC/USDT,17025,17025,17025,17025,0.00170571,29.03971275
1670378400,2022-12-07 02:00:00,BTC/USDT,17053,17053,17053,17053,0.03445762,587.6057938600001
1670374800,2022-12-07 01:00:00,BTC/USDT,17051,17072,17022,17072,0.19455528,3321.4477401599997
1670371200,2022-12-07 00:00:00,BTC/USDT,17078,17122,17062,17078,0.27937825,4771.2217535
1670367600,2022-12-06 23:00:00,BTC/USDT,17051,17085,17009,17073,0.31394899,5360.05110627
1670364000,2022-12-06 22:00:00,BTC/USDT,16996,16996,16965,16965,0.61500989,10433.642783849999
1670360400,2022-12-06 21:00:00,BTC/USDT,16991,16993,16974,16984,0.04321612,733.9825820799999
1670356800,2022-12-06 20:00:00,BTC/USDT,16962,16998,16956,16998,0.51423100,8740.898538
1670353200,2022-12-06 19:00:00,BTC/USDT,16937,16960,16935,16953,0.52273944,8862.00172632
1670349600,2022-12-06 18:00:00,BTC/USDT,16947,16981,16924,16981,0.26546625,4507.88239125
1670346000,2022-12-06 17:00:00,BTC/USDT,16963,16972,16951,16961,0.15264814,2589.0651025399998
1670342400,2022-12-06 16:00:00,BTC/USDT,16973,17007,16973,17007,0.11245052,1912.4459936399999
1670338800,2022-12-06 15:00:00,BTC/USDT,16970,17023,16950,17009,0.40928923,6961.6005130700005
1670335200,2022-12-06 14:00:00,BTC/USDT,16979,17015,16966,16966,0.15544942,2637.35485972
1670331600,2022-12-06 13:00:00,BTC/USDT,17007,17025,16980,16980,0.64499225,10951.968405000001
1670328000,2022-12-06 12:00:00,BTC/USDT,16980,17019,16975,16987,0.84075601,14281.92234187
1670324400,2022-12-06 11:00:00,BTC/USDT,16955,16981,16911,16981,0.07098952,1205.47303912
1670320800,2022-12-06 10:00:00,BTC/USDT,16943,16968,16943,16963,0.02095824,355.51462512
1670317200,2022-12-06 09:00:00,BTC/USDT,17030,17030,16985,16985,0.04940372,839.1221842
1670313600,2022-12-06 08:00:00,BTC/USDT,16994,17025,16979,16991,0.11634692,1976.8505177200002
1670310000,2022-12-06 07:00:00,BTC/USDT,17014,17014,17014,17014,0.00528688,89.95097632
1670306400,2022-12-06 06:00:00,BTC/USDT,16981,17015,16980,17011,0.33086400,5628.327504
1670302800,2022-12-06 05:00:00,BTC/USDT,17009,17009,16974,16974,0.20756801,3523.25940174
1670299200,2022-12-06 04:00:00,BTC/USDT,16998,17016,16974,17016,0.08636438,1469.57629008
1670295600,2022-12-06 03:00:00,BTC/USDT,17043,17044,17026,17026,0.03550980,604.5898548
1670292000,2022-12-06 02:00:00,BTC/USDT,17025,17075,17025,17045,0.12379444,2110.0762298
1670288400,2022-12-06 01:00:00,BTC/USDT,17043,17100,17028,17028,1.29597383,22067.842377240002
1670284800,2022-12-06 00:00:00,BTC/USDT,16966,17028,16964,17024,0.14513685,2470.8097344000003
1670281200,2022-12-05 23:00:00,BTC/USDT,16962,16982,16961,16961,0.12760914,2164.3786235400003
1670277600,2022-12-05 22:00:00,BTC/USDT,16947,16965,16947,16965,0.03330878,565.0834527000001
1670274000,2022-12-05 21:00:00,BTC/USDT,16946,16960,16946,16960,0.13126561,2226.2647456
1670270400,2022-12-05 20:00:00,BTC/USDT,16914,16925,16914,16925,0.01993656,337.42627799999997
1670266800,2022-12-05 19:00:00,BTC/USDT,17000,17001,16881,16931,0.67667372,11456.762753320001
1670263200,2022-12-05 18:00:00,BTC/USDT,17047,17091,17047,17073,0.02572470,439.1978031
1670259600,2022-12-05 17:00:00,BTC/USDT,17036,17091,17019,17052,0.36338813,6196.49439276
1670256000,2022-12-05 16:00:00,BTC/USDT,17080,17091,16987,17079,0.36573712,6246.424272480001
1670252400,2022-12-05 15:00:00,BTC/USDT,17196,17196,17045,17068,2.21451243,37797.29815524
1670248800,2022-12-05 14:00:00,BTC/USDT,17223,17223,17189,17204,0.16106724,2771.00079696
1670245200,2022-12-05 13:00:00,BTC/USDT,17232,17263,17215,17220,0.26139798,4501.273215599999
1670241600,2022-12-05 12:00:00,BTC/USDT,17300,17300,17254,17255,0.14459687,2495.01899185
1670238000,2022-12-05 11:00:00,BTC/USDT,17288,17306,17288,17301,0.09373117,1621.6429721700001
1670234400,2022-12-05 10:00:00,BTC/USDT,17310,17321,17284,17314,0.31220673,5405.54732322
1670230800,2022-12-05 09:00:00,BTC/USDT,17356,17356,17297,17302,0.11608576,2008.51581952
1670227200,2022-12-05 08:00:00,BTC/USDT,17321,17390,17305,17352,0.61644777,10696.601705039999
1670223600,2022-12-05 07:00:00,BTC/USDT,17322,17356,17303,17346,0.52423388,9093.360882480001
1670220000,2022-12-05 06:00:00,BTC/USDT,17308,17318,17290,17307,0.78881139,13651.95872673
1670216400,2022-12-05 05:00:00,BTC/USDT,17371,17387,17322,17345,0.16755855,2906.30304975
1670212800,2022-12-05 04:00:00,BTC/USDT,17215,17421,17203,17374,4.51810491,78497.55470634
1670209200,2022-12-05 03:00:00,BTC/USDT,17247,17258,17193,17193,2.83934076,48816.78568668
1670205600,2022-12-05 02:00:00,BTC/USDT,17278,17325,17247,17260,4.82269535,83239.721741
1670202000,2022-12-05 01:00:00,BTC/USDT,17209,17288,17209,17268,0.42242298,7294.40001864
1670198400,2022-12-05 00:00:00,BTC/USDT,17094,17261,17081,17204,3.35227768,57672.585206719996
1670194800,2022-12-04 23:00:00,BTC/USDT,17113,17194,17093,17115,1.24801545,21359.78442675
1670191200,2022-12-04 22:00:00,BTC/USDT,17117,17125,17083,17105,0.18488240,3162.4134520000002
1670187600,2022-12-04 21:00:00,BTC/USDT,17092,17123,17078,17123,0.22105292,3785.08914916
1670184000,2022-12-04 20:00:00,BTC/USDT,17087,17124,17083,17096,0.16360715,2797.0278364
1670180400,2022-12-04 19:00:00,BTC/USDT,17065,17104,17055,17090,3.54515947,60586.7753423
1670176800,2022-12-04 18:00:00,BTC/USDT,17068,17148,17048,17054,3.23750432,55212.398673280004
1670173200,2022-12-04 17:00:00,BTC/USDT,17009,17065,16981,17049,1.49330497,25459.35643353
1670169600,2022-12-04 16:00:00,BTC/USDT,17051,17064,17021,17021,0.53264430,9066.1386303
1670166000,2022-12-04 15:00:00,BTC/USDT,17023,17057,17023,17032,2.50155129,42606.42157128
1670162400,2022-12-04 14:00:00,BTC/USDT,16951,17011,16934,17003,2.85373011,48521.97306033
1670158800,2022-12-04 13:00:00,BTC/USDT,16957,16957,16917,16938,1.57911117,26746.98499746
1670155200,2022-12-04 12:00:00,BTC/USDT,16946,16956,16943,16956,1.90797083,32351.55339348
1670151600,2022-12-04 11:00:00,BTC/USDT,17001,17001,16916,16944,0.84266292,14278.08051648
1670148000,2022-12-04 10:00:00,BTC/USDT,16994,17004,16994,17004,0.52563240,8937.8533296
1670144400,2022-12-04 09:00:00,BTC/USDT,17014,17029,17001,17001,1.34326462,22836.84180462
1670140800,2022-12-04 08:00:00,BTC/USDT,16998,17045,16976,17022,4.16031604,70816.89963288
1670137200,2022-12-04 07:00:00,BTC/USDT,16999,17011,16995,16998,1.52306993,25889.142670139998
1670133600,2022-12-04 06:00:00,BTC/USDT,17018,17044,16999,16999,1.16831096,19860.118009039998
1670130000,2022-12-04 05:00:00,BTC/USDT,17014,17066,17012,17014,0.62135033,10571.654514619999
1670126400,2022-12-04 04:00:00,BTC/USDT,16965,17010,16965,17003,0.12052882,2049.35152646
1670122800,2022-12-04 03:00:00,BTC/USDT,16970,16974,16951,16951,0.24060817,4078.5490896700003
1670119200,2022-12-04 02:00:00,BTC/USDT,16957,16957,16957,16957,0.00372899,63.23248343
1670115600,2022-12-04 01:00:00,BTC/USDT,16943,17031,16943,17002,0.16161292,2747.74286584
1670112000,2022-12-04 00:00:00,BTC/USDT,16945,16948,16934,16948,0.15381741,2606.8974646799998
1670108400,2022-12-03 23:00:00,BTC/USDT,16899,16903,16871,16892,0.21858183,3692.28427236
1670104800,2022-12-03 22:00:00,BTC/USDT,16929,16929,16861,16902,0.40828956,6900.91014312
1670101200,2022-12-03 21:00:00,BTC/USDT,16919,16919,16889,16889,0.03400962,574.38847218
1670097600,2022-12-03 20:00:00,BTC/USDT,16948,16948,16948,16948,0.00000000,0.0
1670094000,2022-12-03 19:00:00,BTC/USDT,16966,16966,16935,16948,0.01754969,297.43214611999997
1670090400,2022-12-03 18:00:00,BTC/USDT,16964,16964,16964,16964,0.00000000,0.0
1670086800,2022-12-03 17:00:00,BTC/USDT,16949,16964,16949,16964,0.01893807,321.26541948000005
1670083200,2022-12-03 16:00:00,BTC/USDT,16957,16959,16957,16959,0.02150145,364.64309054999995
1670079600,2022-12-03 15:00:00,BTC/USDT,16947,16975,16947,16961,0.04037107,684.73371827
1670076000,2022-12-03 14:00:00,BTC/USDT,16953,16953,16939,16944,0.02054054,348.03890975999997
1670072400,2022-12-03 13:00:00,BTC/USDT,16952,16958,16952,16958,0.04484720,760.5188175999999
1670068800,2022-12-03 12:00:00,BTC/USDT,16957,16972,16957,16972,0.01488180,252.5739096
